	GeneIndex	Name
564	564	pcp-2
564	564	fmi
564	564	ptp
565	565	bc042538
566	566	matn1
566	566	crtm
566	566	cmp
567	567	matn1-as1
568	568	laptm5
569	569	mi0016757
570	570	sdc3
570	570	n-syndecan
570	570	synd3
571	571	pum1
571	571	pumh1
571	571	kiaa0099
572	572	snord103a
572	572	u103
573	573	snord103c
573	573	snord85
573	573	hbii-251
574	574	nkain1
574	574	fam77c
574	574	flj12650
575	575	snrnp40
575	575	wdr57
575	575	prp8bp
575	575	spf38
575	575	prpf8bp
575	575	hprp8bp
576	576	zcchc17
576	576	ps1d
576	576	hspc251
576	576	pno40
577	577	fabp3
577	577	mdgi
577	577	fabp11
577	577	h-fabp
577	577	o-fabp
578	578	serinc2
578	578	tde2l
578	578	fksg84
578	578	pro0899
578	578	tde2
579	579	loc149086
580	580	loc284551
581	581	tinagl1
581	581	lcn7
581	581	p3ecsl
581	581	liecg3
581	581	arg1
581	581	tinagrp
582	582	hcrtr1
582	582	ox1r
582	582	oxr1
582	582	orxr1
583	583	pef1
583	583	pef1a
584	584	ax747565
585	585	col16a1
586	586	adgrb2
586	586	bai2
587	587	mi0015862
588	588	bc069257
589	589	spocd1
589	589	flj25348
589	589	ppp1r146
590	590	ptp4a2
590	590	ptp4a
590	590	hu-pp-1
590	590	ptpcaax2
590	590	ov-1
590	590	ptp-iv1a
590	590	prl-2
590	590	prl2
591	591	khdrbs1
591	591	sam68
591	591	p62
591	591	flj34027
592	592	tmem39b
592	592	flj10315
593	593	mi0019142
594	594	kpna6
594	594	ipoa7
594	594	kpna7
594	594	mgc17918
594	594	flj11249
595	595	txlna
595	595	dkfzp451j0118
596	596	ccdc28b
596	596	mgc1203
596	596	rp4-622l5.5
597	597	iqcc
597	597	flj10547
598	598	dcdc2b
599	599	tmem234
599	599	c1orf91
599	599	rp4-622l5
599	599	dj622l5.7
599	599	flj90779
600	600	eif3i
600	600	eif3s2
600	600	trip-1
600	600	eif3-beta
600	600	eif3-p36
601	601	mtmr9lp
601	601	mtmr9l
602	602	fam167b
602	602	c1orf90
602	602	mgc10820
602	602	diora-2
603	603	lck
604	604	hdac1
604	604	rpd3l1
604	604	hd1
604	604	gon-10
604	604	kdac1
605	605	marcksl1
605	605	mlp
605	605	f52
605	605	macmarcks
605	605	mlp1
606	606	fam229a
607	607	tssk3
607	607	stk22c
607	607	spoga3
608	608	bsdc1
608	608	flj10276
608	608	rp4-811h24.7
609	609	zbtb8b
609	609	rp1-27o5.1
609	609	dkfzp547h154
609	609	znf916b
610	610	zbtb8a
610	610	zbtb8
610	610	bozf1
610	610	flj90065
610	610	znf916a
611	611	zbtb8os
611	611	arch
612	612	rbbp4
612	612	rbap48
612	612	nurf55
612	612	lin-53
613	613	sync
613	613	sync1
613	613	syncoilin
614	614	kiaa1522
615	615	yars1
615	615	yars
615	615	yts
615	615	yrs
615	615	tyrrs
616	616	s100pbp
616	616	flj12903
616	616	s100pbpr
617	617	fndc5
617	617	frcp2
618	618	hpca
618	618	dyt2
619	619	tmem54
619	619	cac-1
619	619	bclp
620	620	rnf19b
620	620	ibrdc3
620	620	flj90005
620	620	nklam
621	621	bc036308
622	622	ak2
623	623	azin2
623	623	adc
623	623	odc-p
623	623	odc1l
623	623	kiaa1945
623	623	odcp
624	624	ax747064
625	625	trim62
625	625	flj10759
625	625	dear1
626	626	znf362
626	626	flj25476
626	626	lin-29
626	626	rn
627	627	a3galt2
627	627	a3galt2p
627	627	igbs3s
627	627	igb3s
628	628	phc2
628	628	edr2
628	628	hph2
629	629	mi0015995
630	630	rn7sk
630	630	7sk
631	631	zscan20
631	631	znf360
631	631	znf31
631	631	kox29
632	632	csmd2
632	632	kiaa1884
633	633	hmgb4
633	633	flj40388
634	634	loc402779
635	635	c1orf94
635	635	mgc15882
636	636	mi0003557
637	637	gjb5
637	637	cx31.1
638	638	gjb4
638	638	cx30.3
639	639	gjb3
639	639	dfna2
639	639	ekv
639	639	cx31
640	640	gja4
640	640	cx37
641	641	smim12
641	641	c1orf212
641	641	flj90372
642	642	dlgap3
642	642	sapap3
642	642	dap3
643	643	loc653160
644	644	tmem35b
644	644	zmym6nb
645	645	zmym6
645	645	znf258
645	645	znf198l4
645	645	mym
645	645	buster2
645	645	zbed7
645	645	kiaa1353
646	646	zmym1
646	646	flj23151
646	646	mym
647	647	al831889
648	648	bx537811
649	649	sfpq
649	649	psf
649	649	ppp1r140
650	650	zmym4
650	650	znf262
650	650	kiaa0425
650	650	znf198l3
650	650	mym
651	651	af119915
652	652	kiaa0319l
652	652	kiaa1837
652	652	aavr
653	653	ncdn
653	653	ncdn-1
653	653	ncdn-2
654	654	psmb2
654	654	hc7-i
655	655	tfap2e
655	655	ap2e
655	655	ap-2epsilon
656	656	c1orf216
656	656	flj38984
657	657	clspn
658	658	ago4
658	658	eif2c4
658	658	hago4
658	658	kiaa1567
658	658	flj20033
659	659	ago1
659	659	eif2c1
659	659	hago1
660	660	ak025726
661	661	ago3
661	661	eif2c3
661	661	hago3
661	661	flj12765
662	662	tekt2
662	662	tektb1
663	663	adprs
663	663	adprhl2
663	663	arh3
663	663	flj20446
664	664	col8a2
664	664	fecd
664	664	ppcd
664	664	fecd1
664	664	ppcd2
665	665	trappc3
665	665	bet3
666	666	map7d1
666	666	parcc1
666	666	rprc1
666	666	flj10350
666	666	flj39022
667	667	thrap3
667	667	trap150
667	667	bclaf2
668	668	sh3d21
668	668	c1orf113
668	668	flj22938
669	669	eva1b
669	669	c1orf78
669	669	fam176b
669	669	flj10647
670	670	stk40
670	670	mgc4796
670	670	sgk495
671	671	lsm10
671	671	mgc15749
672	672	oscp1
672	672	c1orf102
672	672	nor1
673	673	mrps15
673	673	flj11564
674	674	csf3r
674	674	cd114
674	674	gcsfr
675	675	grik3
675	675	gluk3
675	675	glur7
676	676	mi0015863
677	677	zc3h12a-dt
677	677	linc01137
677	677	loc728431
678	678	zc3h12a
678	678	flj23231
678	678	mcpip1
678	678	regnase-1
679	679	mi0022577
680	680	meaf6
680	680	c1orf149
680	680	ny-sar-91
680	680	flj11730
680	680	eaf6
680	680	cenp-28
681	681	mi0019136
682	682	snip1
682	682	pml1
683	683	dnali1
683	683	p28
683	683	hp28
683	683	dj423b22.5
684	684	gnl2
684	684	ngp-1
684	684	humauantig
684	684	nog2
684	684	nug2
685	685	rspo1
685	685	flj40906
685	685	rspondin
686	686	c1orf109
686	686	flj20508
687	687	ax747480
688	688	cdca8
688	688	flj12042
688	688	mesrgp
688	688	bor
688	688	dasrab
689	689	epha10
689	689	flj16103
689	689	flj33655
690	690	maneal
690	690	flj31434
691	691	yrdc
691	691	flj23476
691	691	irip
691	691	sua5
692	692	c1orf122
692	692	flj45459
693	693	myt1
693	693	plpb1
693	693	mtf1
693	693	myti
693	693	zc2hc4a
693	693	nzf2
693	693	zc2h2c1
694	694	inpp5b
695	695	snora63
695	695	rne3
695	695	rnu107
695	695	e3
695	695	e3-2
695	695	snora63a
696	696	sf3a3
696	696	sf3a60
696	696	sap61
696	696	prp9
696	696	prpf9
697	697	fhl3
697	697	slim2
698	698	utp11
698	698	utp11l
698	698	cgi-94
699	699	pou3f1
699	699	otf6
699	699	oct6
699	699	scip
700	700	mi0016060
701	701	loc339442
702	702	rragc
702	702	gtr2
702	702	flj13311
703	703	mycbp
703	703	amy-1
704	704	gja9-mycbp
705	705	gjd2
705	705	gja9
705	705	cx36
706	706	rhbdl2
706	706	flj20435
707	707	akirin1
707	707	c1orf108
707	707	flj12666
708	708	ndufs5
708	708	ci-15k
709	709	macf1
709	709	kiaa0754
709	709	kiaa0465
709	709	acf7
709	709	abp620
709	709	kiaa1251
709	709	macf
709	709	flj45612
709	709	flj46776
709	709	lnc-pmif
710	710	5s_rrna_2
711	711	macf1
711	711	kiaa0754
711	711	kiaa0465
711	711	acf7
711	711	abp620
711	711	kiaa1251
711	711	macf
711	711	flj45612
711	711	flj46776
711	711	lnc-pmif
712	712	bmp8a
712	712	op-2
713	713	trna_pseudo_3
714	714	ppiel
714	714	ppiep1
715	715	pabpc4
715	715	ipabp
715	715	app-1
716	716	snora55
716	716	aca55
717	717	heyl
717	717	bhlhb33
717	717	hey3
717	717	hesr3
718	718	nt5c1a
718	718	cn-i
718	718	cn-ia
718	718	cn1a
718	718	cn1
718	718	mgc119199
718	718	mgc119201
719	719	hpcal4
719	719	hlp4
719	719	dkfzp761g122
720	720	ppie
720	720	cyp-33
720	720	mgc3736
720	720	mgc111222
721	721	ab075489
722	722	bmp8b
722	722	bmp8
722	722	op-2
723	723	oxct2
723	723	fksg25
723	723	flj00030
723	723	scot-t
724	724	trit1
724	724	flj20061
724	724	ipt
725	725	ak304759
726	726	mycl
726	726	mycl1
726	726	lmyc
726	726	bhlhe38
727	727	mfsd2a
727	727	mfsd2
727	727	flj14490
727	727	slc59a1
728	728	bc069694
729	729	prss8
729	729	cap1
730	730	ppt1
730	730	ppt
730	730	cln1
730	730	incl
731	731	rlf
731	731	znf292l
731	731	zn-15l
732	732	tmco2
732	732	dj39g22.2
733	733	zmpste24
733	733	face-1
733	733	ste24p
733	733	ste24
733	733	hgps
733	733	pro1
734	734	col9a2
734	734	edm2
734	734	med
735	735	smoc2
735	735	smap2
736	736	zfp69b
736	736	znf643
736	736	zkscan23b
736	736	flj34293
736	736	zscan54b
737	737	zfp69
737	737	znf642
737	737	zkscan23a
737	737	flj16030
737	737	zfp69a
737	737	zscan54a
738	738	exo5
738	738	c1orf176
738	738	dem1
738	738	flj21144
739	739	znf684
739	739	mgc27466
740	740	rims3
740	740	rim3
740	740	nim3
741	741	loc100130557
742	742	nfyc
742	742	cbf-c
742	742	nf-yc
743	743	mi0000749
744	744	mi0000736
745	745	kcnq4
745	745	dfna2
745	745	kv7.4
746	746	cited4
747	747	ctps1
747	747	ctps
747	747	gatd5a
748	748	slfnl1-as1
749	749	slfnl1
749	749	flj23878
750	750	scmh1
750	750	scml3
751	751	edn2
751	751	et2
752	752	hivep3
752	752	krc
752	752	kbp1
752	752	kbp-1
752	752	shn3
752	752	flj16752
752	752	kiaa1555
752	752	zas3
752	752	schnurri-3
752	752	znf40c
753	753	guca2b
754	754	guca2a
754	754	guca2
754	754	stara
755	755	foxj3
755	755	kiaa1041
756	756	rimkla
756	756	fam80a
756	756	mgc47816
756	756	rp11-157d18.1
756	756	naags-ii
757	757	zmynd12
757	757	dkfzp434n2435
758	758	ppcs
758	758	flj11838
759	759	ccdc30
759	759	flj20972
759	759	pfd6l
759	759	loc728621
760	760	ppih
760	760	usa-cyp
760	760	cyp-20
760	760	snucyp-20
760	760	cyph
760	760	mgc5016
761	761	af086102
762	762	ybx1
762	762	nsep1
762	762	yb-1
762	762	yb1
762	762	dbpb
762	762	nsep-1
762	762	mdr-nf1
762	762	bp-8
762	762	csdb
762	762	csda2
763	763	cldn19
764	764	p3h1
764	764	lepre1
764	764	gros1
764	764	leprecan
764	764	mgc117314
765	765	c1orf50
765	765	mgc955
766	766	loc100129924
767	767	svbp
767	767	ccdc23
767	767	mgc45441
768	768	ermap
768	768	rd
768	768	sc
768	768	btn5
769	769	znf691
769	769	zfp691
770	770	bc043541
771	771	slc2a1
771	771	glut1
771	771	glut
771	771	htlvr
771	771	cse
771	771	dyt18
771	771	dyt9
771	771	glut-1
772	772	slc2a1-dt
772	772	slc2a1-as1
773	773	u6_2
774	774	ak309744
775	775	fam183a
775	775	loc440585
775	775	hcg23177
776	776	ebna1bp2
776	776	nobp
776	776	ebp2
776	776	p40
777	777	dl489965
778	778	mi0022578
779	779	cfap57
779	779	wdr65
779	779	flj32000
780	780	tmem125
780	780	mgc17299
781	781	c1orf210
781	781	mgc52423
781	781	temp
782	782	tie1
782	782	tie
782	782	jtk14
783	783	mpl
783	783	cd110
783	783	tpor
783	783	thpor
784	784	cdc20
784	784	p55cdc
784	784	cdc20a
785	785	elovl1
785	785	ssc1
786	786	mi0022579
787	787	med8
787	787	mgc17544
787	787	mgc19641
787	787	arc32
788	788	szt2
788	788	c1orf84
788	788	kiaa0467
788	788	flj10387
788	788	szt2b
788	788	rp11-506b15.1
788	788	flj34502
788	788	szt2a
788	788	kics1
789	789	mi0022580
790	790	hyi
790	790	ht036
791	791	ptprf
791	791	lar
792	792	kdm4a
792	792	jmjd2
792	792	jmjd2a
792	792	kiaa0677
792	792	jhdm3a
792	792	tdrd14a
793	793	kdm4a-as1
794	794	st3gal3
794	794	siat6
794	794	mrt12
795	795	mi0020356
796	796	artn
796	796	nbn
796	796	evn
796	796	enovin
797	797	ipo13
797	797	imp13
797	797	kiaa0724
797	797	ranbp13
798	798	dph2
798	798	dph2l2
799	799	atp6v0b
799	799	atp6f
799	799	vma16
799	799	hatpl
800	800	b4galt2
800	800	beta4gal-t2
801	801	slc6a9
801	801	glyt1
801	801	glyt-1
802	802	ccdc24
802	802	mgc45441
803	803	klf17
803	803	znf393
803	803	zfp393
803	803	flj40160
804	804	dmap1
804	804	dnmap1
804	804	flj11543
804	804	kiaa1425
804	804	dnmtap1
804	804	eaf2
804	804	meaf2
804	804	swc4
805	805	eri3
805	805	prnpip
805	805	flj22943
805	805	pint1
806	806	rnf220
806	806	c1orf164
806	806	flj10597
807	807	mi0019141
808	808	tmem53
808	808	flj22353
808	808	net4
809	809	armh1
809	809	ncrna00082
809	809	c1orf228
809	809	mgc33556
809	809	p40
810	810	kif2c
810	810	knsl6
810	810	mcak
810	810	ct139
811	811	rps8
811	811	s8
812	812	snord55
812	812	rnu55
812	812	rnu39
812	812	snord39
812	812	u55
812	812	u39
813	813	snord46
813	813	rnu46
813	813	rnu40
813	813	u46
813	813	u40
814	814	snord38a
814	814	rnu38a
814	814	u38a
815	815	snord38b
815	815	rnu38b
815	815	u38b
816	816	best4
816	816	vmd2l2
817	817	plk3
817	817	cnk
817	817	fnk
817	817	prk
818	818	dynlt4
818	818	tctex1d4
819	819	btbd19
820	820	ptch2
821	821	eif2b3
821	821	eif2bgamma
821	821	eif-2b
822	822	hectd3
822	822	flj21156
823	823	urod
824	824	zswim5
824	824	kiaa1511
825	825	loc400752
826	826	hpdl
826	826	gloxd1
826	826	mgc15668
826	826	4-hppd-l
827	827	mutyh
827	827	myh
828	828	toe1
828	828	hcaf1z
828	828	toe-1
829	829	tesk2
830	830	ccdc163
830	830	c1orf231
830	830	ccdc163p
830	830	loc126661
831	831	mmachc
831	831	dkfzp564i122
831	831	cblc
832	832	prdx1
832	832	paga
832	832	nkefa
833	833	akr1a1
833	833	alr
833	833	dd3
834	834	nasp
834	834	flb7527
834	834	flj31599
834	834	flj35510
834	834	mgc19722
834	834	mgc20372
834	834	mgc2297
834	834	dkfzp547f162
834	834	pro1999
835	835	ccdc17
835	835	flj33084
836	836	gpbp1l1
836	836	sp192
837	837	rps15ap10
838	838	tmem69
838	838	c1orf154
838	838	flj21029
839	839	ipp
839	839	klhl27
840	840	mast2
840	840	mast205
840	840	kiaa0807
841	841	pik3r3
841	841	p55
842	842	tspan1
842	842	tspan-1
842	842	net-1
843	843	pomgnt1
843	843	meb
843	843	flj20277
843	843	mgat1.2
843	843	lgmd2o
844	844	lurap1
844	844	c1orf190
844	844	flj25163
844	844	lrap35a
845	845	rad54l
845	845	hhr54
845	845	hrad54
845	845	rad54a
846	846	lrrc41
846	846	muf1
847	847	uqcrh
847	847	qcr6
847	847	uqcr8
848	848	nsun4
848	848	mgc22960
848	848	shtap
849	849	faah
849	849	faah-1
850	850	loc729041
851	851	dmbx1
851	851	otx3
851	851	paxb
851	851	mbx
851	851	atx
852	852	mknk1-as1
853	853	kncn
853	853	flj32011
853	853	kino
853	853	l5
854	854	mknk1
854	854	mnk1
855	855	mob3c
855	855	mobkl2c
855	855	mob1e
856	856	atpaf1
856	856	flj22351
856	856	atp11p
856	856	atp11
857	857	efcab14
857	857	kiaa0494
858	858	tex38
858	858	c1orf223
858	858	atpaf1-as1
858	858	loc374973
858	858	theg4
859	859	efcab14-as1
859	859	kiaa0494-as1
860	860	cyp4b1
861	861	cyp4z2p
861	861	flj40054
862	862	cyp4a11
862	862	cyp4a2
862	862	cyp4aii
863	863	cyp4x1
863	863	mgc40051
864	864	cyp4z1
864	864	cyp4a20
865	865	cyp4a22
866	866	linc00853
866	866	pdzk1ip1-as1
866	866	ncrna-a4
867	867	pdzk1ip1
867	867	dd96
867	867	map17
867	867	spap
868	868	tal1
868	868	tcl5
868	868	scl
868	868	bhlha17
869	869	ja375062
870	870	stil
870	870	sil
870	870	mcph7
871	871	cmpk1
871	871	cmpk
871	871	ump-cmpk
872	872	ax748181
873	873	foxe3
873	873	fkhl12
873	873	freac8
874	874	foxd2-as1
874	874	mgc12982
875	875	foxd2
875	875	fkhl17
875	875	freac9
876	876	trabd2b
876	876	tiki2
877	877	skint1l
877	877	skintp
877	877	skintl
877	877	btn12
878	878	slc5a9
878	878	sglt4
879	879	spata6
879	879	srf1
879	879	flj10007
879	879	srf-1
880	880	agbl4
880	880	flj14442
880	880	ccp6
881	881	bend5
881	881	c1orf165
881	881	flj11588
882	882	elavl4
882	882	hud
882	882	pnem
883	883	dmrta2
884	884	faf1
884	884	cgi-03
884	884	hfaf1
884	884	hfaf1s
884	884	ubxd12
884	884	ubxn3a
885	885	u6_3
886	886	cdkn2c
886	886	ink4c
886	886	p18
887	887	mi0016758
888	888	mi0022211
889	889	c1orf185
889	889	flj27485
890	890	rnf11
890	890	cgi-123
890	890	sid1669p
890	890	mgc51169
891	891	ttc39a
891	891	c1orf34
891	891	kiaa0452
891	891	deme-6
892	892	eps15
892	892	af-1p
892	892	mllt5
893	893	osbpl9
894	894	nrdc
894	894	nrd1
894	894	hnrd1
894	894	hnrd2
895	895	mi0003941
896	896	ak090844
897	897	rab3b
898	898	metazoa_srp_2
899	899	txndc12
899	899	tlp19
899	899	erp18
899	899	erp19
899	899	hag-1
899	899	agr1
899	899	pdia16
900	900	kti12
900	900	tot4
900	900	mgc20419
900	900	sbbi81
901	901	btf3l4
901	901	mgc23908
902	902	zfyve9
902	902	madhip
902	902	smadip
902	902	sara
902	902	ppp1r173
903	903	cc2d1b
903	903	kiaa1836
903	903	freud-2
903	903	lgd1
904	904	slc25a15
904	904	ornt1
904	904	hhh
904	904	orc1
904	904	d13s327
905	905	prpf38a
905	905	flj14936
905	905	prp38
906	906	tut4
906	906	zcchc11
906	906	kiaa0191
906	906	papd3
906	906	tent3a
907	907	gpx7
907	907	flj14777
907	907	gpx6
907	907	npgpx
908	908	shisal2a
908	908	fam159a
908	908	mgc52498
909	909	coa7
909	909	c1orf163
909	909	selrc1
909	909	flj12439
909	909	resa1
910	910	zyg11b
910	910	zyg11
910	910	flj13456
911	911	zyg11a
911	911	zyg11
912	912	echdc2
912	912	flj10948
913	913	sycp2
913	913	scp2
914	914	mi0018002
915	915	mi0018001
916	916	mi0018003
917	917	podn
917	917	pcan
917	917	podocan
917	917	mgc24995
917	917	slrr5a
918	918	slc1a7
918	918	eaat5
919	919	ax748428
920	920	cpt2
920	920	cpt1
920	920	cptase
921	921	czib
921	921	c1orf123
921	921	flj20580
922	922	magoh
922	922	magoha
922	922	magoh1
923	923	loc100507564
924	924	lrp8
924	924	apoer2
924	924	mci1
924	924	lrp-8
924	924	hsz75190
925	925	ak097571
926	926	slc25a3p1
926	926	flj40434
927	927	dmrtb1
928	928	glis1
928	928	flj36155
929	929	ndc1
929	929	tmem48
929	929	flj10407
929	929	net3
930	930	yipf1
930	930	dj167a19.1
930	930	finger1
931	931	dio1
931	931	txdi1
932	932	hspb11
932	932	c1orf41
932	932	hspco34
932	932	pp25
932	932	ift25
932	932	fap232
933	933	lrrc42
933	933	mgc8974
934	934	ldlrad1
935	935	tmem59
935	935	c1orf8
935	935	hspc001
936	936	tceanc2
936	936	c1orf83
936	936	flj32112
937	937	mi0017426
938	938	cdcp2
939	939	cyb5rl
939	939	loc606495
940	940	mrpl37
940	940	rpml2
940	940	mrp-l2
941	941	ssbp3
941	941	csdp
941	941	ssdp
941	941	flj10355
941	941	ssdp1
942	942	acot11
942	942	thea
942	942	stard14
942	942	bfit
942	942	kiaa0707
942	942	bfit1
942	942	them1
943	943	fam151a
943	943	c1orf179
943	943	mgc27169
944	944	mroh7
944	944	c1orf175
944	944	heatr8
944	944	flj46354
945	945	heatr8-ttc4
946	946	ttc4
946	946	mgc5097
946	946	flj41930
946	946	cns1
947	947	pars2
947	947	dkfzp727a071
948	948	ttc22
948	948	flj20619
949	949	lexm
949	949	c1orf177
949	949	flj40201
949	949	lem
950	950	dhcr24
950	950	dce
950	950	kiaa0018
950	950	seladin-1
951	951	hp08874
952	952	trna_lys
953	953	tmem61
954	954	bsnd
954	954	dfnb73
954	954	bart
955	955	pcsk9
955	955	hchola3
955	955	narc-1
955	955	fh3
956	956	usp24
956	956	kiaa1057
957	957	loc100507634
958	958	mi0016759
959	959	7sk_2
960	960	y_rna
961	961	ak127270
962	962	plpp3
962	962	ppap2b
962	962	pap-2b
962	962	lpp3
963	963	prkaa2
963	963	prkaa
963	963	ampk
963	963	ampka2
964	964	fyb2
964	964	c1orf168
964	964	rp4-758n20.2
964	964	flj43208
964	964	arap
965	965	bc048114
966	966	c8a
967	967	c8b
968	968	dab1
969	969	bc047487
970	970	bc033978
971	971	ax746780
972	972	oma1
972	972	mprp-1
972	972	ykr087c
972	972	zmpoma1
972	972	flj33782
973	973	tacstd2
973	973	m1s1
973	973	trop2
973	973	ga733-1
973	973	egp-1
974	974	mysm1
974	974	kiaa1915
975	975	jun
975	975	c-jun
975	975	ap-1
976	976	loc100131060
977	977	hsd52
978	978	fggy
978	978	flj10986
979	979	mi0017345
980	980	bc042048
981	981	hook1
981	981	hk1
982	982	cyp2j2
983	983	c1orf87
983	983	mgc34837
983	983	cref
984	984	ak097193
985	985	bc030753
986	986	nfia
986	986	nfi-l
986	986	kiaa1439
987	987	mgc34796
988	988	tm2d1
988	988	bbp
989	989	patj
989	989	inadl
989	989	cipp
990	990	u6_4
991	991	mi0014128
992	992	mi0014129
993	993	l1td1
993	993	flj10884
993	993	ecat11
994	994	kank4
994	994	ankrd38
994	994	kiaa0172
995	995	usp1
996	996	dock7
996	996	kiaa1771
996	996	zir2
997	997	angptl3
997	997	angpt5
998	998	atg4c
998	998	autl1
998	998	apg4c
998	998	flj14867
998	998	autl3
999	999	linc00466
1000	1000	7sk_3
1001	1001	foxd3
1001	1001	genesis
1001	1001	hfh2
1002	1002	mi0020345
1003	1003	u7
1004	1004	alg6
1005	1005	itgb3bp
1005	1005	nrif3
1005	1005	hsu37139
1005	1005	tap20
1005	1005	cenpr
1006	1006	efcab7
1006	1006	kiaa1799
1006	1006	rp4-534k7.1
1007	1007	dleu2l
1007	1007	bcmsunl
1008	1008	pgm1
1009	1009	rora
1009	1009	rzra
1009	1009	ror1
1009	1009	ror2
1009	1009	ror3
1009	1009	nr1f1
1010	1010	bc040909
1011	1011	ak096291
1012	1012	ube2u
1012	1012	mgc35130
1013	1013	cachd1
1013	1013	vwcd1
1013	1013	kiaa1573
1014	1014	mi0017441
1015	1015	ak026777
1016	1016	raver2
1016	1016	kiaa1579
1016	1016	flj10770
1017	1017	jak1
1017	1017	jak1b
1017	1017	jak1a
1017	1017	jtk3
1018	1018	ak128734
1019	1019	bc035370
1020	1020	mi0016072
1021	1021	mi0000103
1022	1022	ak4
1022	1022	ak3
1022	1022	ak3l1
1023	1023	ak123450
1024	1024	dnajc6
1024	1024	kiaa0473
1024	1024	park19
1025	1025	leprot
1025	1025	obrgrp
1025	1025	ob-rgrp
1025	1025	vps55
1025	1025	flj90360
1026	1026	lepr
1026	1026	obr
1026	1026	cd295
1027	1027	pde4b
1027	1027	dpde4
1028	1028	rnu4-8p
1028	1028	rnu4p2
1028	1028	u4
1028	1028	u4/14
1029	1029	sgip1
1029	1029	dkfzp761d221
1030	1030	mi0014130
1031	1031	ak298300
1032	1032	dynlt5
1032	1032	tctex1d1
1032	1032	flj40873
1033	1033	insl5
1034	1034	dnai4
1034	1034	wdr78
1034	1034	dic4
1034	1034	flj23129
1035	1035	mier1
1035	1035	hmi-er1
1035	1035	mi-er1
1035	1035	kiaa1610
1036	1036	slc35d1
1036	1036	ugtrel7
1036	1036	kiaa0260
1037	1037	c1orf141
1038	1038	il23r
1038	1038	il-23r
1039	1039	il12rb2
1040	1040	serbp1
1040	1040	pai-rbp1
1040	1040	dkfzp564m2423
1040	1040	cgi-55
1040	1040	habp4l
1040	1040	pairbp1
1040	1040	chd3ip
1041	1041	gadd45a
1041	1041	ddit1
1041	1041	gadd45
1042	1042	gng12
1043	1043	gng12-as1
1044	1044	diras3
1044	1044	arhi
1044	1044	noey2
1045	1045	wls
1045	1045	c1orf139
1045	1045	gpr177
1045	1045	flj23091
1045	1045	mrp
1045	1045	evi
1045	1045	mig-14
1046	1046	mi0006397
1047	1047	jb175146
1048	1048	rpe65
1048	1048	rp20
1048	1048	lca2
1048	1048	rd12
1048	1048	bco3
1049	1049	depdc1
1049	1049	dep.8
1049	1049	flj20354
1049	1049	sdp35
1049	1049	depdc1a
1050	1050	bc020917
1051	1051	lrrc7
1051	1051	kiaa1365
1051	1051	densin-180
1052	1052	pin1p1
1052	1052	pin1l
1053	1053	lrrc40
1053	1053	flj20331
1054	1054	srsf11
1054	1054	sfrs11
1054	1054	p54
1054	1054	net2
1055	1055	ankrd13c
1055	1055	dkfzp566d1346
1055	1055	dj677h15.3
1056	1056	hhla3
1057	1057	vsig2
1057	1057	ctxl
1057	1057	cth
1058	1058	bc041441
1059	1059	ptger3
1059	1059	ep3
1059	1059	lnc003875
1060	1060	zranb2-as1
1061	1061	zranb2
1061	1061	znf265
1061	1061	zis
1061	1061	zis1
1061	1061	zis2
1062	1062	mi0000483
1063	1063	zranb2-dt
1063	1063	zranb2-as2
1064	1064	negr1
1064	1064	kilon
1064	1064	mgc46680
1064	1064	ntra
1064	1064	iglon4
1065	1065	negr1-it1
1066	1066	bc041341
1067	1067	lrriq3
1067	1067	lrrc44
1067	1067	mgc22773
1068	1068	fpgt
1068	1068	gfpp
1069	1069	fpgt-tnni3k
1070	1070	tnni3k
1070	1070	cark
1071	1071	erich3
1071	1071	c1orf173
1071	1071	dkfzp547i048
1071	1071	rp11-653a5.1
1072	1072	cr627203
1073	1073	cryz
1074	1074	tyw3
1074	1074	c1orf171
1074	1074	flj40918
1075	1075	lhx8
1075	1075	lhx7
1076	1076	ak055631
1077	1077	slc44a5
1077	1077	mgc34032
1077	1077	ctl5
1078	1078	cr936677
1079	1079	acadm
1079	1079	mcad
1079	1079	mcadh
1079	1079	acad1
1080	1080	rabggtb
1081	1081	snord45c
1081	1081	u45c
1082	1082	snord45a
1082	1082	rnu45a
1082	1082	u45a
1083	1083	snord45b
1083	1083	rnu45b
1083	1083	u45b
1084	1084	msh4
1085	1085	asb17
1086	1086	st6galnac3
1086	1086	siat7c
1087	1087	st6galnac5
1087	1087	siat7e
1087	1087	mgc3184
1087	1087	st6galnacv
1088	1088	mi0023616
1089	1089	af131837
1090	1090	pigk
1090	1090	hgpi8
1090	1090	gpi8
1091	1091	ak5
1092	1092	zzz3
1092	1092	dkfzp564i052
1092	1092	atac1
1093	1093	usp33
1093	1093	kiaa1097
1093	1093	vdu1
1094	1094	miga1
1094	1094	fam73a
1094	1094	flj35093
1095	1095	nexn
1095	1095	nexilin
1095	1095	nelin
1096	1096	fubp1
1096	1096	fubp
1096	1096	fbp
1097	1097	dnajb4
1097	1097	hlj1
1098	1098	gipc2
1098	1098	flj20075
1098	1098	semcap-2
1099	1099	5s_rrna_3
1100	1100	mgc27382
1101	1101	ptgfr
1101	1101	fp
1102	1102	ifi44l
1102	1102	c1orf29
1102	1102	gs3686
1102	1102	tldc5b
1103	1103	ifi44
